ID,Label,Villager,Required Indoor Furniture 1,Required Indoor Furniture 2,Required Indoor Furniture 3,Required Outdoor Furniture 1,Required Outdoor Furniture 2,Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,dog16,Benjamin,retro TV,,,wheat field,handcart,K.K. Island,ranch chair,log stool,zen cushion,round pillow,log bench,retro transportation stop,ranch tea table,ranch lowboard,log dining table,tea table,ranch bed,futon,hay bed,ranch wardrobe,Japanese dresser,clay furnace,gas range,retro stereo,wood-burning stove,oil-barrel bathtub,pile of cardboard boxes,clothesline,tractor,retro gas pump,utility pole,doghouse,scarecrow,wooden box,water pump,brick well,hearth,senmaizuke barrel,bamboo basket,bottle crate,stacked bags,frying pan,kettle,classic pitcher,decorative bottles,veggie basket,tape deck,antique radio,wooden bucket,rotary phone,plastic canister,firewood,decoy duck,puppy plushie,pot,Benjamin's photo,pot rack,ventilation fan,pendulum clock,wall fan,fancy frame,broom and dustpan,light-bulb sign,Benjamin's poster,enamel lamp,hanging lightbulb,zen light,wooden-knot wall,rustic-stone wall,old wallpaper,shoji screen,soothing tearoom wall,rice-paddy wall,natural flooring,wooden-knot flooring,rush tatami,floral rush-mat flooring,field flooring,shanty mat,brown kitchen mat,oval entrance mat,rough rug,natural-wood square tile,tatami mat,flannel shirt (Red),flannel shirt (Green),flannel shirt (Blue),flannel shirt (Purple),flannel shirt (Beige),tee and towel (White towel & white shirt),tee and towel (Red towel & white shirt),tee and towel (Blue towel & white shirt),tee and towel (Black towel & white shirt),tee and towel (Pink towel & black shirt),tee and towel (Orange towel & black shirt),tee and towel (Green towel & black shirt),traditional suteteko pants (Red),traditional suteteko pants (Golden yellow),traditional suteteko pants (Yellow-green),traditional suteteko pants (Aqua),traditional suteteko pants (Blue),traditional suteteko pants (Purple),farmer overalls (Gray),farmer overalls (Red),farmer overalls (Yellow),farmer overalls (Green),farmer overalls (Blue),outback hat (White),outback hat (Red),outback hat (Pink),outback hat (Brown),outback hat (Beige),boots (Black),boots (Red),boots (Olive),boots (Green),boots (Blue),shovel,carrot,orange pumpkin,potato,tomato,wheat,ripe carrot plant,ripe orange-pumpkin plant,ripe potato plant,ripe tomato plant,ripe wheat plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,dog17,Cherry,changing room,powder-room booth,hanger rack,,,K.K. House,antique chair,cool chair,folding chair,cool sofa,cool side table,antique console table,cool low table,antique wardrobe,hanging clothing rack,antique vanity,full-length mirror,simple panel,curtain partition,rope partition,steel fence,decorative pillar,floor light,stage lights,studio spotlight,hi-fi stereo,DJ's turntable,bubble machine,silver confetti blower,flower stand,TV camera,nova light,SLR camera,sampler,stack of clothes,stacked shoeboxes,makeup pouch,nail-art set,accessories stand,ring,fragrance sticks,Cherry's photo,studio wall spotlight,formal paper,Cherry's poster,hanging stage lights,chocolate hallway wall,kisses wall,basic wall,club wall,black iron-parquet flooring,gray vinyl flooring,rose flooring,club flooring,gray floor tiles,light-brown cow-print rug,red carpet,red rose rug,retro dress (Black),retro dress (Pink),retro dress (Orange),retro dress (Yellow),retro dress (Green),retro dress (Light blue),elegant hat (White),elegant hat (Black),elegant hat (Red),elegant hat (Green),elegant hat (Purple),butterfly shades (Blue),butterfly shades (Red),butterfly shades (Brown),pink roses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,dog18,Shep,street piano,acoustic guitar,drink machine,,,K.K. Cruisin',cardboard chair,diner counter chair,diner counter table,cardboard bed,steel fence,fence,streetlamp,curved streetlight,diner neon sign,garbage pail,garbage bin,trash bags,scattered papers,cruiser bike,scooter,jackhammer,safety barrier,construction sign,cone,tire stack,oil barrel,stepladder,iron frame,manhole cover,fire hydrant,retro gas pump,phone box,utility pole,pinball machine,electric kick scooter,bottle crate,cardboard box,stacked bottle crates,cassette player,stacked magazines,recycled-paper bundle,paint cans,spray can,extinguisher,puppy plushie,skateboard,Shep's photo,wall-mounted neon lamps,Shep's poster,street-art wall,brick garden wall,tree-lined wall,chain-link fence,paintball flooring,arched-brick flooring,construction-site flooring,sidewalk flooring,hopscotch flooring,gray brick rug,dark stones rug,colorful vinyl sheet,blue message mat,denim vest (Navy blue),denim vest (White),denim vest (Black),denim vest (Washed out),denim vest (Blue),old-school jacket (Red),old-school jacket (Green),old-school jacket (Purple),thread-worn sweater (Black),thread-worn sweater (Pink),thread-worn sweater (Green),thread-worn sweater (Beige),worn-out cutoffs (Light blue),worn-out cutoffs (White),worn-out cutoffs (Black),worn-out cutoffs (Blue),worn-out jeans (Light blue),worn-out jeans (White),worn-out jeans (Black),worn-out jeans (Blue),instrument case (Black),instrument case (White),instrument case (Red),instrument case (Pink),instrument case (Blue),empty can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,duk00,Bill,melon soda,shaved-ice maker,beach ball,,,K.K. Rally,garden chair,lawn chair,bamboo bench,garden table,beach towel,beach chairs with parasol,palm-tree lamp,soft-serve lamp,diner neon sign,retro fan,shower booth,retro ice-cream case,plaza balloon wagon,plaza game stand,stall,cotton-candy stall,barbecue,wave breaker,yacht,pinball machine,plastic pool,inflatable bird ring,lifeguard chair,surfboard,sand castle,wooden box,bottle crate,stacked bottle crates,handy water cooler,decorative bottles,miso ramen,curry with rice,instant noodles,coconut juice,cassette player,toy duck,cooler box,ringtoss,Bill's photo,party garland,Bill's poster,festival lantern,festival-lantern set,mortar wall,tropical vista,ocean-horizon wall,fireworks-show wall,gravel flooring,parking flooring,sandlot,sandy-beach flooring,shanty mat,colorful vinyl sheet,white square tile,summer-shell rug,tropical rug,blossom tee (Pink),blossom tee (Yellow),blossom tee (Green),blossom tee (Blue),blossom tee (Purple),happi tee (Black),happi tee (Red),happi tee (Green),happi tee (Blue),happi tee (Purple),blossom dress (Pink),blossom dress (Yellow),blossom dress (Green),blossom dress (Blue),blossom dress (Purple),morning-glory yukata (White),morning-glory yukata (Aqua),morning-glory yukata (Pale green),morning-glory yukata (Dark blue),straw hat (Red),straw hat (Blue),straw hat (Brown),goggles (Black),goggles (Red),goggles (Pink),goggles (Green),goggles (Blue),goggles (Purple),Nook Inc. snorkel (Blue),snorkel mask (Black),snorkel mask (Red),snorkel mask (Pink),snorkel mask (Orange),snorkel mask (Green),zori (Aqua),zori (White),zori (Black),zori (Pink),zori (Light pink),zori (Red),zori (Gold),zori (Green),gelato umbrella,leaf-print wet suit (Yellow),leaf-print wet suit (Green),leaf-print wet suit (Light blue),leaf-print wet suit (Purple),boba milk tea,ramune-soda frozen treat,plain cotton candy,uchiwa fan,vanilla soft serve,canned sports drink,K.K. Salsa,fountain firework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,duk01,Joey,rattan armchair,rattan end table,iced caffè latte,,,Steep Hill,garden chair,plush massage chair,retro massage chair,rattan stool,bath stool,garden table,rattan low table,simple bed,rattan wardrobe,upright locker,wooden locker,shoji divider,fan,retro fan,long bathtub,whirlpool bath,square bathtub,cypress bathtub,digital scale,schefflera,rattan waste bin,retro ice-cream case,bottle crate,iced coffee,carton beverage,bath bucket,toy duck,dispenser,rattan towel basket,stack of clothes,Joey's photo,wall fan,shower set,Joey's poster,wavy-tile wall,aqua tile wall,monochromatic-tile wall,modern shoji-screen wall,bathhouse wall,rattan flooring,pine-board flooring,wooden-knot flooring,colorful mosaic-tile flooring,aqua tile flooring,shanty mat,retro dotted rug,ivory simple bath mat,simple green bath mat,light square tile,bath-towel wrap (White),bath-towel wrap (Black),bath-towel wrap (Pink),bath-towel wrap (Green),bath-towel wrap (Blue),bath-towel wrap (Purple),bath-towel wrap (Brown),jinbei (Gray),jinbei (Dark blue),jinbei (Fuchsia),kabuki-actor yukata (Gray),kabuki-actor yukata (Dark blue),kabuki-actor yukata (Fuchsia),kimono sandals (Gray),kimono sandals (Black),kimono sandals (Red),kimono sandals (Pink),kimono sandals (Yellow),kimono sandals (Green),kimono sandals (Dark blue),kimono sandals (Purple),zori (Aqua),zori (White),zori (Black),zori (Pink),zori (Light pink),zori (Red),zori (Gold),zori (Green),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,duk02,Pate,desktop computer,den chair,,,,K.K. Bashment,gaming chair,modern office chair,plush massage chair,floor seat,double sofa,iron worktable,ranch tea table,wooden table,study carrel,gaming desk,simple bed,upright locker,large magazine rack,wooden bookshelf,simple panel,short simple panel,low screen,plant partition,frozen-drink machine,espresso maker,cream and sugar,coffee cup,french fries,mixed-fruits sandwich,salmon sandwich,veggie sandwich,spaghetti marinara,spaghetti napolitan,squid-ink spaghetti,fruit pizza,mushroom pizza,pizza margherita,seafood pizza,pancakes,fruit-topped pancakes,iced coffee,blood-orange juice,melon soda,table lamp,backlit sign,LCD TV (20 in.),book stands,magazine,stacked magazines,Pate's photo,ironwood clock,intercom monitor,air conditioner,potted ivy,wall planter,exit sign,surveillance camera,Pate's poster,hanging cube light,fluorescent light,white hallway wall,brown-brick wall,black-crown wall,blue simple-cloth wall,pine-board flooring,brown argyle-tile flooring,monochromatic tile flooring,simple white flooring,simple medium brown mat,simple small brown mat,simple entrance mat,tatami mat,white message mat,kanji tee (Green),kanji tee (Black),kanji tee (Pink),kanji tee (Blue),vanilla cone,vanilla soft serve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,duk03,Maelle,hanging clothing rack,full-length mirror,glass showcase,,,K.K. Disco,elegant sofa,small covered round table,covered counter,elegant bed,hanger rack,small clothing rack,midsized clothing rack,elegant mirror,display stand,dress mannequin,changing room,desk mirror,fancy tea set,magazine,antique cash register,sturdy paper bag,golden wristwatch,makeup pouch,nail-art set,accessories stand,Maelle's photo,fancy frame,Maelle's poster,spiral chandelier,chandelier,chocolate hallway wall,white hallway wall,black-brick wall,red intricate wall,white European-style wall,brown iron-parquet flooring,black-brick flooring,cute white-tile flooring,olive Moroccan flooring,simple white flooring,purple Persian rug,elegant blue rug,light-wood flooring sheet,light-wood flooring tile,lacy rug,white message mat,pleather trench coat (Black),pleather trench coat (Purple),pleather trench coat (Brown),tweed jacket (Berry red),tweed jacket (Pink),tweed jacket (Green),tweed jacket (Blue),tweed jacket (Brown),tweed jacket (Beige),buttoned wraparound skirt (Gray),buttoned wraparound skirt (Pink),buttoned wraparound skirt (Orange),buttoned wraparound skirt (Green),buttoned wraparound skirt (Blue),buttoned wraparound skirt (Purple),petal skirt (Cool),petal skirt (Pastel),petal skirt (Rainbow),satin pants (Dark red),satin pants (Ruby red),satin pants (Pink),satin pants (Green),satin pants (Blue),satin pants (Light purple),satin pants (Brown),sweet dress (White),sweet dress (Purple),vibrant tuxedo (Monotone),vibrant tuxedo (Red),vibrant tuxedo (Orange),vibrant tuxedo (Yellow),vibrant tuxedo (Green),vibrant tuxedo (Blue),vibrant tuxedo (Purple),vibrant tuxedo (Brown),elegant hat (White),elegant hat (Black),elegant hat (Red),elegant hat (Green),elegant hat (Purple),tiara hair (Silver),tiara hair (Rose gold),tiara hair (Gold),lace socks (White),lace socks (Black),lace socks (Pink),lace socks (Green),lace socks (Beige),sequin leggings (White),sequin leggings (Black),sequin leggings (Red),sequin leggings (Pink),sequin leggings (Yellow),sequin leggings (Green),sequin leggings (Blue),sequin leggings (Purple),simple-accent socks (White),simple-accent socks (Gray),simple-accent socks (Black),simple-accent socks (Red),simple-accent socks (Pink),simple-accent socks (Orange),simple-accent socks (Navy blue),simple-accent socks (Blue),beaded sandals (Red),beaded sandals (Orange),beaded sandals (Yellow),beaded sandals (Green),beaded sandals (Purple),beaded sandals (Beige),ghillie brogues (White),ghillie brogues (Black),ghillie brogues (Brown),vinyl round-toed pumps (White),vinyl round-toed pumps (Black),vinyl round-toed pumps (Pink),vinyl round-toed pumps (Mint),vinyl round-toed pumps (Brown),vinyl round-toed pumps (Beige),wingtip shoes (Greige),wingtip shoes (Gray),wingtip shoes (Black & white),wingtip shoes (Black),wingtip shoes (Berry red),wingtip shoes (Green),wingtip shoes (Brown),evening bag (Black),evening bag (Pink),evening bag (Blue),faux-fur bag (Pink),faux-fur bag (Purple),pleather crossbody bag (Black),pleather crossbody bag (Navy blue),satchel (Black),satchel (Red),satchel (Blue),satchel (Brown),satchel (Camel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,duk04,Deena,ball catcher,upright locker,scoreboard,,,Only Me,school chair,school desk,camping cot,tool shelf,fence,caged cart,mop,cone,stepladder,basketball hoop,soccer goal,volleyball net,hose reel,cardboard box,handy water cooler,kettle,tin bucket,first-aid kit,cooler box,extinguisher,judge's bell,ball,football,Deena's photo,bulletin board,exit sign,Deena's poster,concrete wall,steel-frame wall,white-shelving wall,operating-room wall,gym flooring,cork flooring,concrete flooring,rubber-tile flooring,blue vinyl sheet,colorful vinyl sheet,blue exercise mat,white exercise mat,gym tee (Black),gym tee (Red),gym tee (Green),gym tee (Blue),sailor's tee (Navy blue),sailor's tee (Red),sailor's tee (Pink),sailor's tee (Orange),sailor's tee (Green),sailor's tee (Light blue),sailor's tee (Purple),sailor's tee (Brown),outdoor shorts (Black),outdoor shorts (Red),outdoor shorts (Yellow),outdoor shorts (Yellow-green),outdoor shorts (Green),outdoor shorts (Blue),outdoor shorts (Purple),outdoor shorts (Brown),sailor skirt (Navy blue),sailor skirt (Red),sailor skirt (Pink),sailor skirt (Orange),sailor skirt (Green),sailor skirt (Light blue),sailor skirt (Purple),sailor skirt (Brown),box-skirt uniform (Gray),box-skirt uniform (Black),box-skirt uniform (Red),box-skirt uniform (Green),box-skirt uniform (Light blue),box-skirt uniform (Navy blue),box-skirt uniform (Brown),cheerleading uniform (Red),cheerleading uniform (Blue),cheerleading uniform (Purple),cheerleading uniform (Berry red),cheerleading uniform (Pink),cheerleading uniform (Yellow),cheerleading uniform (Green),cheerleading uniform (Light blue),floral hairpin (Pink),floral hairpin (Yellow),floral hairpin (Green),floral hairpin (Blue),floral hairpin (Purple),sports cap (White & red),sports cap (White & blue),sports cap (Red),sports cap (Blue),pleated mask (White),pleated mask (Blue),pleated mask (Pink),pleated mask (Cream),pleated mask (Black),square glasses (Gray),square glasses (Black),square glasses (Blue),square glasses (Brown),bobby socks (White),bobby socks (Gray),bobby socks (Black),bobby socks (Brown),stockings (White),stockings (Gray),stockings (Black),stockings (Brown),stockings (Beige),cute sneakers (Pink),cute sneakers (Yellow),cute sneakers (Green),cute sneakers (Light blue),cute sneakers (Blue),cute sneakers (Purple),slip-on school shoes (Red),slip-on school shoes (Pink),slip-on school shoes (Yellow),slip-on school shoes (Green),slip-on school shoes (Blue),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,duk05,Pompom,shower booth,,,garden faucet,plastic pool,K.K. Samba,garden chair,natural garden chair,froggy chair,garden table,lily-pad table,pansy table,natural garden table,beach chair,hammock,ironwood dresser,wooden storage shed,curtain partition,plant partition,plain party-lights arch,shaded floor lamp,streetlamp,garden lantern,lily record player,cosmos shower,plain sink,round topiary,triangular topiary,evergreen ash,flower bed,garden wagon,pool,inflatable bird ring,glowing-moss pond,hose reel,fountain,park fountain,shell fountain,flower tabletop mirror,peach jelly,colorful juice,bath bucket,windflower fan,cooler box,garden gnome,decoy duck,bunny garden decoration,beach ball,Pompom's photo,potted ivy,wall planter,glow-in-the-dark stickers,Pompom's poster,shaded pendant lamp,bird mobile,mosaic-tile wall,chic wall,pink simple-cloth wall,backyard-fence wall,white window-panel wall,blue-paint flooring,light wood-pattern flooring,white-brick flooring,floral mosaic-tile flooring,simple pink bath mat,pink rose rug,blue message mat,red message mat,white message mat,yellow message mat,bath-towel wrap (White),bath-towel wrap (Black),bath-towel wrap (Pink),bath-towel wrap (Green),bath-towel wrap (Blue),bath-towel wrap (Purple),bath-towel wrap (Brown),lacy dress (Blue),lacy dress (Pink),lacy dress (Yellow),ribboned garden hat (Pink),ribboned garden hat (Brown),ribboned garden hat (Black),ribboned garden hat (Blue),heart shades (Pink),heart shades (Yellow),heart shades (Green),heart shades (Blue),heart shades (Purple),slip-on sandals (Black),slip-on sandals (Red),slip-on sandals (Pink),slip-on sandals (Orange),slip-on sandals (Lime),slip-on sandals (Light blue),slip-on sandals (Navy blue),slip-on sandals (Purple),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,duk06,Mallary,cypress bathtub,rattan towel basket,deer scare,,,Steep Hill,plush massage chair,bath stool,zen cushion,floor seat,zen low table,zen lowboard,futon,rattan wardrobe,Japanese dresser,low screen,shoji divider,projection screen,outdoor bath,tokonoma,garden rock,flat garden rock,tall garden rock,pond stone,tall lantern,yunomi teacup,kabu ankake,karei no nitsuke,super-premium nigirizushi,bath bucket,toy duck,dispenser,moss ball,key tray,pot,small vase,porcelain vase,Mallary's photo,hanging scroll,Mallary's poster,zen light,vertical split curtains,modern shoji-screen wall,shoji screen,soothing tearoom wall,bamboo-grove wall,autumn wall,old board flooring,rush tatami,rush tatami flooring,floral rush-mat flooring,bamboo flooring,simple medium avocado mat,yellow Persian rug,ivory simple bath mat,light square tile,natural-wood square tile,blossoming kimono (Pink),blossoming kimono (Green tea),butterfly visiting kimono (Black),butterfly visiting kimono (Indigo blue),butterfly visiting kimono (Fuchsia),fancy kimono (Vermilion),fancy kimono (Pink),fancy kimono (Pale orange),fancy kimono (Green),fancy kimono (Parrot green),fancy kimono (Aqua),fancy kimono (Indigo blue),fancy kimono (Purple),morning-glory yukata (White),morning-glory yukata (Aqua),morning-glory yukata (Pale green),morning-glory yukata (Dark blue),tabi (White),tabi (Black),tabi (Navy blue),zori (Aqua),zori (White),zori (Black),zori (Pink),zori (Light pink),zori (Red),zori (Gold),zori (Green),paper parasol,bamboo tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,duk07,Freckles,shell bed,shell speaker,Pisces lamp,,,K.K. Dub,shell stool,stone stool,glowing-moss stool,Cancer table,shell table,stone table,shell partition,shell arch,open-frame kitchen,bubble machine,monstera,schefflera,wave breaker,glowing-moss boulder,shell fountain,garden rock,flat garden rock,tall garden rock,mossy garden rock,desk mirror,decorative bottles,squid-ink spaghetti,coconut milk,shell lamp,cooler box,sea globe,Freckles's photo,cute wall-mounted clock,butterfly-fish model,mounted blue marlin,shell wreath,Freckles's poster,blue-paint wall,wavy-tile wall,ocean-horizon wall,underwater wall,gray argyle-tile flooring,marine pop flooring,underwater flooring,water flooring,red wavy rug,lacy rug,shell rug,summer-shell rug,shell dress (Red),shell dress (Pink),shell dress (Yellow),shell dress (Mint),shell dress (Blue),shell dress (Purple),tuna-sushi costume,shellfish pochette,bivalve,coral,spiral shell,summer shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,duk08,Derwin,bathroom stall,book stands,tension-pole rack,,,To the Edge,den chair,study chair,project table,den desk,study desk,wooden-block bed,short file cabinet,wooden-block chest,vintage dresser,tall file cabinet,upright organizer,horizontal organizer,wooden-block bookshelf,wooden bookshelf,curtain partition,palm-tree lamp,fan,plain sink,wooden waste bin,telescope,tiny library,go board,potato potage,veggie sandwich,milkshake,banker's lamp,laptop,SLR camera,clipboard,scrapbook,homework set,globe,lab-experiments set,microscope,humidifier,painting set,ant farm,Derwin's photo,ironwood clock,wooden-block wall clock,world map,corkboard,Derwin's poster,simple shaded lamp,shaded pendant lamp,wood-shade lamp,blue playroom wall,classic-library wall,tropical vista,black window-panel wall,dark herringbone flooring,random-square-tile flooring,pastel puzzle flooring,sandy-beach flooring,simple medium blue mat,Earth rug,fluffy rug,summer-shell rug,argyle vest (Gray),argyle vest (Red),argyle vest (Pink),argyle vest (Green),argyle vest (Blue),argyle vest (Brown),graduation gown (Red),graduation gown (Yellow),graduation gown (Green),graduation gown (Blue),rimmed glasses (Gray),rimmed glasses (Black),rimmed glasses (Gold),rimmed glasses (Purple),rimmed glasses (Brown),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,duk09,Drake,bread,serving cart,table with cloth,,,Neapolitan,ranch chair,reception chair,small covered round table,ranch tea table,large covered round table,ranch bed,ranch cupboard,ranch kitchen,brick oven,standing shop sign,butter churn,milk can,wheat field,cooking tools,analog kitchen scale,stand mixer,pop-up toaster,picnic basket,pull-apart bread,organic bread,savory bread,snack bread,apple jam,cherry jam,orange marmalade,peach jam,pear jam,pretzels,pound cake,milkshake,carton beverage,decoy duck,Drake's photo,flour,whole-wheat flour,quaint painting,Drake's poster,milk-glass lamp,rice-paddy wall,summit wall,white window-panel wall,cityscape wall,light parquet flooring,natural-block flooring,random-square-tile flooring,cute white-tile flooring,daisy meadow,brown argyle rug,yellow vinyl sheet,yellow stripes rug,coconut mat,apron (Gray),apron (Pink),apron (Orange),apron (Green),apron (Light blue),apron (Blue),apron (Purple),apron (Brown),folk shirt (Red),folk shirt (Blue),folk shirt (Brown),lunch-service apron (Pink),lunch-service apron (Yellow),lunch-service apron (Green),hot-dog costume,hot-dog hood (Red),plain do-rag (Black),plain do-rag (Red),plain do-rag (Pink),plain do-rag (Coral),plain do-rag (Green),plain do-rag (Light blue),plain do-rag (Navy blue),plain do-rag (Camel),wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,duk10,Scoot,school chair,school desk,,pool,,Mr. K.K.,garden chair,garden table,long folding table,low folding table,basic teacher's desk,beach towel,upright locker,school locker,safety railing,fence,portable toilet,evergreen ash,chalkboard,whiteboard,mop,rescue mannequin,pull-up-bar stand,plastic pool,lifeguard chair,hose reel,garden faucet,drinking fountain,life ring,handy water cooler,bottled beverage,tape deck,digital alarm clock,tin bucket,toy duck,homework set,donation box,first-aid kit,globe,cooler box,decoy duck,water bird,beach ball,Scoot's photo,wall clock,shower set,bathroom towel rack,study poster,world map,bulletin board,Scoot's poster,fluorescent light,green painted-wood wall,hallway wall,brick garden wall,white window-panel wall,natural flooring,natural-block flooring,green rubber flooring,backyard lawn,yellow vinyl sheet,green stripes rug,green kitchen mat,rubber mud mat,natural-wood square tile,chick tee,frog tee,swimming cap (White),swimming cap (Black),swimming cap (Red),swimming cap (Pink),swimming cap (Yellow),swimming cap (Green),swimming cap (Light blue),swimming cap (Blue),goggles (Black),goggles (Red),goggles (Pink),goggles (Green),goggles (Blue),goggles (Purple),Nook Inc. snorkel (Blue),snorkel mask (Black),snorkel mask (Red),snorkel mask (Pink),snorkel mask (Orange),snorkel mask (Green),horizontal-striped wet suit (Black),horizontal-striped wet suit (Blue),leaf-print wet suit (Green),leaf-print wet suit (Light blue),canned sports drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,duk11,Weber,alto saxophone,upright piano,,poster stand,,K.K. Jazz,simple chair,vintage stool,velvet stool,antique console table,simple table,counter table,vintage desk,simple bed,curtain partition,stage lights,hi-fi stereo,DJ's turntable,amp,effects rack,PA speaker,floor monitor,bubble machine,mic stand,silver mic,acoustic guitar,rock guitar,electric guitar,electric bass,cello,clarinet,trumpet,synthesizer,drum set,music stand,small LED display,decorative bottles,hyacinth lamp,candle,glass holder with candle,pedal board,sampler,record box,Weber's photo,wall shelf with bottles,studio wall spotlight,stylish wall spotlight,wall-mounted TV (20 in.),breaker,wall fan,air conditioner,exit sign,glowing-moss wreath,glowing painting,mysterious painting,proper painting,twinkling painting,Weber's poster,wood-shade lamp,wooden pendant light,ceiling spotlight,hanging stage lights,perforated-board wall,concrete wall,red-brick wall,heavy-curtain wall,dark herringbone flooring,dark wood-pattern flooring,brown argyle-tile flooring,simple red flooring,simple medium brown mat,gray floor tiles,red carpet,record rug,flashy jacket (White),flashy jacket (Black),flashy jacket (Berry red),flashy jacket (Yellow),flashy jacket (Aquamarine),flashy jacket (Purple),tailcoat (White),tailcoat (Black),corduroy pants (Light gray),corduroy pants (Black),corduroy pants (Pink),corduroy pants (Camel),corduroy pants (Green),corduroy pants (Brown),flashy slacks (White),flashy slacks (Black),flashy slacks (Berry red),flashy slacks (Yellow),flashy slacks (Aquamarine),flashy slacks (Purple),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
